short	heavy	young	upp-mid	female	good	condo	rural	taxi	yes
tall	middle	ancient	upper	male	poor	apt.	urban	train	no
short	heavy	young	upper	male	poor	condo	suburb	car	yes
short	light	middle	upper	male	poor	condo	urban	boat	yes
short	middle	ancient	low-mid	female	average	apt.	suburb	car	no
medium	light	middle	upper	female	average	condo	rural	bus	yes
short	heavy	middle	upp-mid	male	average	condo	suburb	bus	yes
tall	light	middle	upper	male	good	house	urban	train	yes
short	middle	young	upper	male	poor	house	urban	taxi	yes
tall	middle	young	middle	female	average	commune	urban	boat	no
medium	middle	middle	upp-mid	male	good	condo	suburb	taxi	yes
tall	light	young	upp-mid	female	good	house	suburb	taxi	yes
tall	middle	kid	lower	male	poor	condo	urban	plane	no
tall	heavy	middle	upper	female	average	condo	urban	train	yes
medium	middle	young	upper	female	poor	house	urban	taxi	yes
tall	light	middle	low-mid	female	good	commune	rural	train	no
tall	heavy	middle	upper	female	good	condo	rural	boat	yes
short	heavy	ancient	upper	female	poor	room	rural	bus	no
tall	middle	middle	upper	female	average	condo	suburb	taxi	yes
tall	heavy	middle	upper	male	good	house	suburb	taxi	yes
short	light	middle	upper	female	average	house	urban	taxi	yes
medium	middle	old	upper	male	good	house	rural	bus	no
-----







