blue	bumpy	huge	box	bitter	no	no
black	sharp	giant	star	bitter	yes	no
yellow	bumpy	giant	star	bitter	yes	no
purple	sharp	big	tube	rotten	yes	no
yellow	bumpy	big	flat	none	no	no
blue	sharp	big	flat	dirty	no	no
green	sharp	tiny	box	leafy	no	yes
black	smooth	giant	flat	sweet	yes	no
orange	smooth	giant	box	bitter	no	no
green	smooth	tiny	star	salty	no	yes
white	metal	big	flat	sweet	yes	no
red	sharp	medium	flat	none	yes	no
yellow	scaly	medium	box	salty	no	yes
black	metal	huge	string	bitter	yes	no
green	metal	giant	star	leafy	no	no
purple	smooth	small	ball	none	no	no
white	scaly	huge	star	sweet	no	no
white	bumpy	small	ball	bitter	no	no
black	scaly	huge	flat	sweet	yes	no
blue	furry	huge	star	sweet	yes	no
green	smooth	small	box	salty	no	yes
purple	scaly	giant	string	salty	no	no
black	metal	medium	string	none	yes	no
black	metal	small	flat	bitter	yes	no
white	scaly	big	box	none	yes	no
orange	sharp	huge	star	bitter	no	no
yellow	smooth	medium	string	sweet	no	yes
black	metal	medium	string	leafy	no	no
yellow	sharp	huge	flat	none	no	no
red	bumpy	small	flat	leafy	no	yes
green	bumpy	small	star	leafy	no	yes
yellow	sharp	giant	box	dirty	yes	no
yellow	furry	small	string	sweet	no	yes
white	metal	medium	flat	bitter	yes	no
green	smooth	tiny	star	sour	no	yes
orange	scaly	small	box	bitter	no	no
green	bumpy	medium	tube	salty	no	yes
green	scaly	tiny	box	leafy	no	yes
red	sharp	medium	string	rotten	no	no
purple	metal	tiny	string	sour	no	no
yellow	scaly	small	ball	none	no	no
green	smooth	small	ball	salty	no	yes
orange	furry	huge	star	dirty	yes	no
yellow	furry	medium	ball	leafy	no	yes
green	metal	tiny	ball	leafy	no	yes
yellow	smooth	big	box	none	no	no
purple	scaly	small	string	rotten	yes	no
red	bumpy	small	flat	salty	no	yes
green	smooth	medium	flat	sour	no	yes
yellow	bumpy	huge	string	none	no	no
yellow	bumpy	huge	ball	sweet	yes	no
purple	scaly	tiny	string	rotten	no	no
green	bumpy	small	box	salty	no	yes
green	furry	small	box	leafy	no	yes
orange	smooth	huge	star	bitter	no	no
red	bumpy	tiny	tube	leafy	no	yes
green	smooth	small	tube	salty	no	yes
orange	scaly	small	ball	leafy	no	no
yellow	metal	medium	star	sweet	no	yes
yellow	sharp	medium	box	sweet	no	yes
purple	smooth	giant	flat	sweet	no	no
red	furry	medium	tube	salty	no	yes
green	smooth	medium	tube	leafy	no	yes
white	scaly	medium	ball	salty	no	no
yellow	metal	huge	tube	bitter	no	no
yellow	scaly	tiny	tube	sour	no	yes
white	sharp	huge	ball	salty	no	no
red	sharp	tiny	ball	salty	no	yes
yellow	sharp	tiny	box	leafy	no	yes
orange	metal	medium	tube	salty	no	no
green	bumpy	small	ball	sweet	no	yes
yellow	scaly	medium	flat	leafy	no	yes
green	sharp	small	star	sweet	yes	no
green	bumpy	medium	star	leafy	no	yes
green	metal	tiny	tube	salty	no	yes
yellow	sharp	tiny	tube	leafy	no	yes
yellow	bumpy	big	string	rotten	no	no
white	smooth	huge	star	none	no	no
green	sharp	small	tube	salty	no	yes
yellow	metal	medium	flat	sweet	no	yes
green	smooth	tiny	box	sour	no	yes
green	furry	small	string	leafy	no	yes
yellow	sharp	tiny	star	sweet	no	yes
red	furry	small	tube	sour	no	yes
yellow	metal	small	box	leafy	no	yes
yellow	metal	big	string	dirty	no	no
white	scaly	tiny	tube	sweet	no	no
blue	bumpy	huge	tube	sweet	yes	no
-----

