white	bumpy	medium	ball	bitter	no	no
yellow	scaly	huge	ball	dirty	no	no
yellow	sharp	tiny	string	none	no	no
orange	metal	medium	flat	bitter	yes	no
blue	bumpy	medium	tube	sour	yes	no
white	furry	tiny	string	salty	no	no
red	furry	medium	star	leafy	yes	no
red	furry	small	string	leafy	no	yes
green	furry	small	ball	rotten	yes	no
yellow	bumpy	small	box	dirty	yes	no
blue	metal	big	star	none	yes	no
purple	metal	giant	flat	sour	yes	no
black	smooth	giant	flat	leafy	yes	no
yellow	metal	small	ball	bitter	no	no
yellow	bumpy	giant	box	sour	no	no
yellow	smooth	giant	ball	bitter	yes	no
yellow	smooth	big	star	sweet	no	no
black	metal	medium	flat	sour	no	no
green	sharp	medium	box	salty	no	yes
orange	smooth	medium	ball	salty	yes	no
blue	furry	giant	box	sour	yes	no
yellow	bumpy	huge	star	sour	no	no
yellow	sharp	big	flat	sour	yes	no
green	furry	medium	star	sour	no	yes
yellow	scaly	big	box	none	no	no
white	bumpy	huge	box	bitter	yes	no
red	furry	huge	flat	leafy	yes	no
blue	smooth	huge	box	salty	yes	no
green	metal	big	ball	rotten	no	no
purple	sharp	tiny	ball	sour	no	no
black	scaly	small	flat	leafy	no	no
blue	scaly	small	string	none	no	no
green	metal	medium	ball	sour	yes	no
orange	bumpy	medium	ball	none	yes	no
yellow	sharp	giant	tube	sweet	no	no
white	bumpy	giant	tube	dirty	no	no
green	smooth	giant	star	none	yes	no
blue	metal	big	ball	bitter	yes	no
yellow	metal	medium	ball	none	no	no
blue	bumpy	giant	flat	none	no	no
purple	sharp	big	star	dirty	yes	no
black	metal	huge	ball	dirty	yes	no
orange	metal	huge	flat	dirty	no	no
red	sharp	huge	star	dirty	yes	no
blue	sharp	huge	ball	rotten	no	no
white	sharp	tiny	string	salty	no	no
yellow	bumpy	giant	flat	leafy	no	no
green	scaly	giant	star	bitter	no	no
orange	sharp	tiny	tube	leafy	no	no
orange	smooth	tiny	string	salty	yes	no
white	bumpy	huge	star	leafy	yes	no
orange	scaly	small	tube	sweet	yes	no
white	smooth	small	box	bitter	no	no
green	scaly	huge	star	none	no	no
black	furry	big	star	salty	yes	no
yellow	metal	huge	tube	sweet	yes	no
white	furry	tiny	string	salty	yes	no
white	furry	small	box	dirty	no	no
red	smooth	medium	box	dirty	yes	no
orange	bumpy	medium	star	rotten	no	no
yellow	bumpy	tiny	flat	sour	yes	no
blue	smooth	tiny	tube	leafy	no	no
yellow	smooth	tiny	flat	sweet	yes	no
red	bumpy	medium	star	bitter	no	no
purple	sharp	huge	string	bitter	yes	no
white	smooth	giant	string	sweet	yes	no
red	smooth	big	flat	rotten	yes	no
orange	furry	big	ball	none	yes	no
red	sharp	huge	box	salty	yes	no
red	scaly	huge	star	salty	no	no
yellow	scaly	small	star	salty	yes	no
purple	smooth	medium	ball	none	yes	no
purple	furry	tiny	tube	bitter	no	no
yellow	sharp	tiny	tube	bitter	no	no
blue	furry	small	flat	salty	no	no
red	metal	huge	flat	leafy	yes	no
white	bumpy	medium	ball	dirty	no	no
black	bumpy	giant	box	rotten	yes	no
red	sharp	small	string	sour	no	yes
yellow	metal	small	star	sweet	yes	no
white	scaly	huge	string	rotten	yes	no
orange	furry	giant	tube	leafy	no	no
black	sharp	giant	flat	rotten	no	no
white	furry	big	box	leafy	no	no
white	furry	giant	ball	none	no	no
yellow	furry	medium	ball	salty	no	yes
green	furry	medium	star	rotten	no	no
white	sharp	small	tube	leafy	yes	no
orange	furry	medium	tube	sweet	yes	no
blue	metal	huge	tube	rotten	yes	no
white	metal	huge	star	leafy	no	no
blue	smooth	tiny	box	sweet	no	no
red	metal	huge	ball	dirty	no	no
red	scaly	giant	ball	leafy	no	no
green	bumpy	small	tube	bitter	yes	no
yellow	furry	small	star	sour	no	yes
purple	scaly	small	star	sweet	yes	no
yellow	metal	giant	flat	rotten	yes	no
green	sharp	tiny	box	sour	yes	no
orange	metal	giant	string	none	yes	no
yellow	metal	big	flat	salty	no	no
yellow	smooth	tiny	flat	rotten	yes	no
orange	bumpy	big	ball	sweet	no	no
purple	metal	huge	tube	rotten	yes	no
yellow	sharp	medium	ball	leafy	yes	no
green	smooth	medium	box	rotten	no	no
purple	smooth	huge	tube	leafy	no	no
white	smooth	giant	ball	salty	no	no
black	bumpy	giant	box	sour	no	no
black	scaly	giant	string	sweet	no	no
blue	sharp	medium	tube	none	yes	no
black	bumpy	small	string	leafy	no	no
orange	scaly	big	flat	none	no	no
red	smooth	small	star	rotten	no	no
purple	scaly	giant	ball	rotten	yes	no
yellow	smooth	huge	star	none	no	no
blue	bumpy	big	box	bitter	yes	no
black	scaly	medium	box	salty	no	no
blue	bumpy	small	flat	sweet	no	no
orange	metal	big	flat	dirty	no	no
orange	furry	small	ball	rotten	yes	no
red	bumpy	huge	flat	dirty	yes	no
yellow	sharp	huge	string	salty	yes	no
purple	scaly	big	box	sweet	yes	no
green	sharp	giant	string	rotten	yes	no
green	bumpy	small	box	bitter	yes	no
yellow	sharp	huge	string	bitter	no	no
yellow	bumpy	medium	string	bitter	no	no
green	bumpy	small	flat	sour	no	yes
green	sharp	tiny	tube	sour	no	yes
purple	smooth	huge	string	rotten	yes	no
red	smooth	big	box	dirty	no	no
green	furry	huge	string	none	no	no
yellow	scaly	big	string	bitter	yes	no
purple	sharp	big	box	rotten	no	no
yellow	bumpy	giant	ball	bitter	no	no
white	furry	huge	box	dirty	no	no
yellow	sharp	tiny	star	sweet	no	yes
blue	metal	small	tube	leafy	yes	no
yellow	metal	tiny	ball	dirty	no	no
purple	furry	giant	flat	rotten	no	no
blue	metal	huge	ball	salty	no	no
purple	smooth	medium	tube	bitter	yes	no
yellow	smooth	giant	string	rotten	yes	no
yellow	sharp	medium	string	dirty	no	no
blue	bumpy	huge	ball	dirty	yes	no
yellow	sharp	huge	ball	sour	no	no
blue	metal	big	ball	sweet	no	no
red	sharp	small	string	sour	yes	no
yellow	furry	medium	tube	sweet	no	yes
green	metal	big	flat	sweet	no	no
orange	furry	tiny	tube	dirty	no	no
red	scaly	tiny	ball	bitter	yes	no
orange	sharp	giant	tube	bitter	no	no
blue	bumpy	medium	tube	leafy	yes	no
blue	metal	giant	tube	none	no	no
blue	bumpy	medium	star	leafy	yes	no
green	sharp	tiny	tube	rotten	yes	no
white	furry	tiny	string	sweet	yes	no
red	sharp	big	star	none	no	no
black	sharp	big	flat	leafy	no	no
yellow	smooth	tiny	flat	dirty	no	no
blue	smooth	medium	star	rotten	yes	no
purple	bumpy	medium	string	salty	yes	no
yellow	bumpy	small	tube	sour	yes	no
red	metal	medium	string	sour	no	yes
black	furry	big	star	salty	yes	no
white	sharp	big	flat	dirty	no	no
red	metal	small	string	leafy	yes	no
black	bumpy	tiny	tube	sweet	no	no
orange	bumpy	tiny	tube	bitter	yes	no
blue	sharp	small	ball	rotten	no	no
orange	scaly	giant	flat	sweet	no	no
red	smooth	small	box	sweet	yes	no
purple	metal	tiny	string	sour	yes	no
green	scaly	small	ball	rotten	no	no
yellow	smooth	small	tube	salty	yes	no
white	scaly	giant	flat	sour	no	no
blue	bumpy	big	star	none	yes	no
green	metal	tiny	tube	none	yes	no
yellow	scaly	giant	box	bitter	no	no
green	bumpy	big	tube	leafy	no	no
red	smooth	huge	box	none	no	no
red	scaly	tiny	box	sour	yes	no
purple	bumpy	small	flat	leafy	yes	no
orange	metal	medium	box	dirty	yes	no
blue	furry	huge	string	dirty	no	no
yellow	furry	giant	box	sour	yes	no
blue	metal	medium	star	salty	no	no
yellow	sharp	medium	ball	none	no	no
orange	metal	big	box	leafy	yes	no
blue	smooth	huge	star	bitter	no	no
orange	sharp	small	flat	leafy	no	no
red	sharp	huge	flat	rotten	no	no
yellow	metal	small	tube	dirty	yes	no
black	metal	medium	string	sour	no	no
black	furry	medium	box	dirty	yes	no
blue	bumpy	small	flat	bitter	yes	no
black	furry	tiny	ball	bitter	no	no
black	metal	medium	string	rotten	yes	no
black	scaly	big	flat	salty	yes	no
orange	bumpy	medium	string	rotten	no	no
blue	scaly	giant	star	rotten	no	no
purple	metal	giant	tube	dirty	no	no
blue	furry	medium	flat	none	no	no
yellow	furry	giant	ball	leafy	no	no
green	smooth	medium	flat	bitter	no	no
yellow	bumpy	big	star	leafy	yes	no
black	furry	big	box	sour	no	no
black	smooth	small	string	rotten	no	no
purple	smooth	small	flat	salty	no	no
orange	furry	tiny	tube	leafy	yes	no
yellow	scaly	giant	flat	none	no	no
yellow	bumpy	big	ball	rotten	yes	no
blue	smooth	big	box	sour	no	no
blue	smooth	giant	box	rotten	yes	no
black	scaly	giant	star	sour	yes	no
black	bumpy	big	string	rotten	no	no
yellow	metal	huge	tube	leafy	no	no
purple	bumpy	medium	box	dirty	yes	no
orange	furry	giant	box	sour	yes	no
black	scaly	medium	star	none	no	no
yellow	metal	tiny	tube	rotten	no	no
white	metal	giant	box	sour	no	no
orange	smooth	small	flat	salty	yes	no
green	scaly	small	star	leafy	yes	no
purple	sharp	giant	string	bitter	yes	no
red	sharp	medium	ball	bitter	no	no
yellow	furry	small	tube	rotten	yes	no
white	metal	huge	tube	none	no	no
white	smooth	tiny	star	bitter	yes	no
black	furry	huge	star	leafy	yes	no
purple	metal	giant	flat	leafy	no	no
yellow	furry	huge	flat	bitter	no	no
purple	metal	small	flat	sweet	no	no
green	metal	tiny	tube	sour	no	yes
blue	smooth	medium	ball	dirty	no	no
orange	scaly	medium	string	none	no	no
black	furry	medium	box	none	no	no
black	metal	big	star	sweet	no	no
yellow	sharp	huge	tube	leafy	no	no
purple	furry	tiny	star	sweet	yes	no
green	scaly	medium	box	sweet	yes	no
purple	scaly	small	string	none	yes	no
red	smooth	big	tube	bitter	yes	no
red	scaly	big	ball	rotten	yes	no
purple	bumpy	giant	box	rotten	yes	no
black	smooth	big	string	sweet	no	no
red	bumpy	tiny	box	salty	no	yes
green	metal	huge	box	leafy	yes	no
white	sharp	huge	box	bitter	yes	no
white	sharp	tiny	flat	rotten	no	no
purple	sharp	giant	flat	leafy	no	no
orange	furry	small	box	dirty	no	no
orange	furry	big	flat	rotten	yes	no
white	sharp	huge	box	sour	no	no
red	bumpy	huge	flat	leafy	yes	no
blue	bumpy	giant	box	salty	yes	no
black	sharp	medium	string	leafy	yes	no
black	bumpy	huge	tube	sweet	yes	no
green	smooth	tiny	string	leafy	no	yes
white	scaly	big	box	sour	yes	no
yellow	furry	huge	tube	none	no	no
blue	smooth	big	ball	salty	no	no
orange	bumpy	small	star	leafy	yes	no
orange	smooth	medium	star	leafy	no	no
blue	metal	tiny	tube	sweet	yes	no
black	metal	big	tube	rotten	yes	no
green	smooth	small	ball	sweet	no	yes
black	smooth	tiny	star	sweet	yes	no
red	scaly	tiny	ball	bitter	no	no
yellow	scaly	big	string	bitter	yes	no
green	sharp	big	string	bitter	yes	no
orange	smooth	medium	flat	none	no	no
red	metal	medium	box	rotten	no	no
white	metal	tiny	star	none	yes	no
blue	scaly	small	flat	sour	no	no
green	furry	small	star	leafy	yes	no
blue	furry	medium	box	rotten	yes	no
black	sharp	huge	box	none	no	no
black	furry	small	star	dirty	no	no
purple	bumpy	small	tube	salty	no	no
red	bumpy	tiny	flat	dirty	yes	no
purple	bumpy	tiny	string	leafy	yes	no
white	smooth	huge	flat	bitter	yes	no
yellow	sharp	giant	star	sweet	yes	no
white	sharp	huge	tube	leafy	yes	no
blue	metal	small	star	sweet	no	no
blue	scaly	medium	flat	dirty	yes	no
blue	furry	huge	box	sour	yes	no
white	metal	tiny	tube	dirty	yes	no
blue	bumpy	huge	tube	leafy	no	no
yellow	sharp	giant	string	sweet	no	no
blue	smooth	tiny	star	leafy	no	no
blue	scaly	giant	string	sour	no	no
black	metal	giant	box	sour	no	no
yellow	smooth	medium	box	sour	no	yes
white	sharp	medium	string	leafy	yes	no
orange	furry	giant	tube	rotten	yes	no
orange	furry	tiny	ball	none	yes	no
black	smooth	big	tube	bitter	no	no
yellow	metal	small	flat	rotten	yes	no
red	scaly	small	flat	sour	no	yes
green	smooth	small	box	bitter	no	no
yellow	scaly	tiny	string	rotten	no	no
blue	sharp	small	string	dirty	no	no
yellow	scaly	big	star	salty	yes	no
white	sharp	big	box	rotten	no	no
white	sharp	small	star	bitter	no	no
blue	bumpy	giant	flat	salty	yes	no
yellow	scaly	giant	star	leafy	yes	no
purple	bumpy	tiny	ball	dirty	yes	no
green	furry	giant	tube	none	no	no
purple	scaly	medium	star	leafy	yes	no
red	scaly	huge	string	rotten	no	no
green	metal	medium	string	sweet	no	yes
purple	bumpy	tiny	ball	none	no	no
red	metal	giant	string	bitter	yes	no
red	furry	small	flat	sweet	no	yes
black	smooth	medium	flat	sour	no	no
white	metal	medium	star	dirty	no	no
orange	scaly	tiny	ball	leafy	no	no
blue	smooth	giant	flat	leafy	yes	no
white	sharp	giant	tube	rotten	yes	no
black	smooth	medium	flat	bitter	yes	no
red	furry	tiny	tube	sour	yes	no
blue	metal	giant	star	leafy	yes	no
orange	bumpy	medium	tube	leafy	yes	no
yellow	metal	medium	box	sweet	yes	no
orange	metal	small	star	bitter	yes	no
blue	metal	huge	star	sour	no	no
orange	scaly	tiny	string	none	yes	no
orange	smooth	huge	tube	bitter	no	no
blue	furry	huge	tube	sour	no	no
white	furry	giant	string	bitter	yes	no
yellow	bumpy	small	flat	salty	yes	no
black	scaly	big	star	sweet	no	no
blue	bumpy	medium	tube	sweet	yes	no
green	sharp	big	tube	sour	no	no
blue	metal	small	flat	sour	no	no
purple	smooth	small	star	none	yes	no
green	furry	giant	flat	sour	yes	no
purple	bumpy	giant	star	salty	yes	no
yellow	bumpy	giant	ball	sweet	yes	no
white	furry	huge	box	rotten	no	no
yellow	sharp	big	tube	dirty	yes	no
white	bumpy	big	star	dirty	no	no
white	scaly	giant	tube	sour	no	no
green	smooth	big	flat	bitter	yes	no
purple	bumpy	huge	tube	bitter	yes	no
orange	metal	small	ball	salty	yes	no
orange	smooth	big	box	leafy	no	no
white	smooth	medium	flat	bitter	no	no
blue	sharp	tiny	ball	bitter	no	no
black	scaly	big	string	sweet	yes	no
black	scaly	giant	star	rotten	yes	no
yellow	scaly	small	string	bitter	yes	no
green	sharp	giant	string	sweet	no	no
green	furry	small	string	sour	no	yes
red	sharp	medium	box	sour	yes	no
red	bumpy	medium	flat	sour	no	yes
yellow	sharp	big	tube	rotten	yes	no
white	smooth	giant	tube	dirty	no	no
red	furry	big	box	leafy	yes	no
yellow	metal	tiny	star	none	no	no
blue	scaly	medium	tube	rotten	yes	no
yellow	furry	small	tube	none	yes	no
black	metal	giant	flat	dirty	no	no
yellow	sharp	giant	string	salty	yes	no
yellow	sharp	tiny	string	bitter	yes	no
orange	furry	huge	ball	sour	yes	no
red	scaly	tiny	string	rotten	no	no
green	bumpy	big	star	bitter	yes	no
red	furry	tiny	string	sour	yes	no
white	smooth	medium	star	sour	yes	no
blue	furry	small	string	bitter	no	no
black	bumpy	giant	ball	leafy	no	no
white	bumpy	medium	star	leafy	no	no
yellow	smooth	giant	ball	bitter	yes	no
black	metal	small	ball	sour	yes	no
white	furry	giant	flat	bitter	no	no
red	scaly	tiny	box	none	no	no
red	metal	tiny	box	salty	no	yes
orange	furry	medium	tube	sour	no	no
blue	bumpy	huge	string	dirty	no	no
white	metal	small	box	rotten	yes	no
orange	scaly	big	ball	sour	yes	no
white	bumpy	big	flat	leafy	no	no
green	bumpy	huge	flat	sweet	no	no
green	furry	medium	ball	sour	yes	no
black	scaly	tiny	box	salty	yes	no
white	sharp	giant	star	none	no	no
green	metal	giant	tube	sour	no	no
red	bumpy	giant	box	sweet	yes	no
purple	scaly	huge	tube	dirty	yes	no
blue	furry	huge	tube	none	no	no
red	bumpy	small	string	sour	no	yes
orange	sharp	giant	star	none	yes	no
green	furry	small	tube	salty	yes	no
yellow	bumpy	big	star	none	yes	no
blue	sharp	medium	tube	none	no	no
black	bumpy	giant	flat	salty	no	no
white	sharp	small	ball	sweet	no	no
orange	scaly	small	box	none	no	no
black	sharp	giant	tube	sour	no	no
green	furry	huge	ball	salty	yes	no
purple	sharp	big	star	leafy	no	no
purple	smooth	medium	ball	bitter	no	no
purple	bumpy	big	tube	sweet	no	no
red	metal	huge	string	salty	yes	no
blue	sharp	big	star	dirty	no	no
white	bumpy	small	string	salty	no	no
red	metal	medium	ball	salty	yes	no
red	metal	medium	star	sour	no	yes
purple	scaly	small	string	none	no	no
black	scaly	big	flat	sweet	no	no
red	scaly	giant	box	rotten	yes	no
purple	sharp	small	tube	salty	yes	no
red	bumpy	huge	star	sour	yes	no
yellow	metal	giant	flat	none	yes	no
orange	bumpy	giant	string	leafy	no	no
orange	sharp	big	flat	dirty	yes	no
orange	smooth	medium	flat	leafy	no	no
orange	bumpy	big	ball	bitter	no	no
purple	bumpy	giant	star	bitter	yes	no
purple	furry	small	tube	sweet	yes	no
yellow	scaly	small	star	sour	yes	no
white	furry	huge	flat	salty	no	no
purple	bumpy	small	string	leafy	no	no
purple	smooth	medium	tube	dirty	no	no
green	smooth	giant	box	bitter	no	no
green	bumpy	big	ball	none	no	no
green	bumpy	giant	string	sour	yes	no
orange	bumpy	small	star	rotten	yes	no
red	smooth	giant	flat	leafy	yes	no
orange	metal	huge	star	rotten	yes	no
orange	sharp	small	flat	bitter	no	no
blue	furry	huge	tube	dirty	yes	no
green	metal	big	string	bitter	no	no
green	metal	medium	string	none	yes	no
yellow	furry	medium	ball	bitter	yes	no
red	metal	big	box	leafy	no	no
blue	furry	big	string	rotten	no	no
green	smooth	giant	tube	rotten	yes	no
black	smooth	tiny	tube	dirty	no	no
black	smooth	small	ball	dirty	yes	no
black	smooth	tiny	box	sour	yes	no
green	furry	medium	string	sour	no	yes
green	metal	big	box	rotten	yes	no
yellow	metal	tiny	flat	salty	yes	no
white	bumpy	tiny	flat	bitter	yes	no
purple	furry	medium	box	salty	no	no
white	metal	huge	tube	rotten	no	no
purple	bumpy	tiny	star	leafy	no	no
orange	furry	huge	string	dirty	no	no
green	bumpy	tiny	tube	bitter	yes	no
blue	metal	big	box	none	no	no
red	scaly	big	ball	rotten	yes	no
purple	smooth	huge	tube	none	yes	no
white	scaly	small	star	sweet	no	no
black	furry	medium	box	leafy	no	no
white	scaly	medium	tube	bitter	no	no
orange	metal	small	star	salty	no	no
yellow	sharp	giant	string	dirty	yes	no
red	bumpy	medium	tube	rotten	yes	no
orange	sharp	huge	ball	bitter	yes	no
orange	bumpy	tiny	flat	rotten	no	no
black	metal	big	ball	bitter	yes	no
orange	furry	small	ball	none	yes	no
green	scaly	tiny	star	sweet	no	yes
white	scaly	huge	string	rotten	no	no
red	metal	small	ball	sour	yes	no
purple	smooth	small	box	bitter	yes	no
white	furry	medium	ball	dirty	yes	no
yellow	furry	small	star	rotten	yes	no
black	scaly	tiny	string	sweet	yes	no
blue	furry	big	tube	sweet	yes	no
green	scaly	big	star	dirty	yes	no
red	scaly	big	star	dirty	no	no
purple	furry	giant	ball	leafy	no	no
green	sharp	giant	string	sour	yes	no
white	furry	tiny	tube	sweet	no	no
orange	bumpy	big	box	none	yes	no
white	bumpy	tiny	box	salty	no	no
orange	smooth	small	ball	rotten	yes	no
black	metal	giant	string	salty	yes	no
red	bumpy	giant	star	dirty	yes	no
yellow	sharp	huge	ball	salty	yes	no
yellow	bumpy	small	box	bitter	yes	no
orange	scaly	giant	box	bitter	yes	no
white	sharp	small	star	salty	no	no
blue	scaly	tiny	box	dirty	no	no
black	scaly	medium	flat	salty	yes	no
white	scaly	small	tube	dirty	yes	no
purple	sharp	medium	star	rotten	no	no
white	bumpy	giant	star	salty	no	no
green	metal	small	string	rotten	no	no
red	furry	small	tube	sour	no	yes
black	metal	medium	box	dirty	yes	no
yellow	sharp	small	flat	dirty	yes	no
black	metal	big	box	bitter	no	no
red	bumpy	huge	string	sweet	no	no
black	scaly	small	ball	salty	no	no
yellow	bumpy	giant	string	leafy	no	no
purple	smooth	tiny	star	none	yes	no
yellow	sharp	big	star	leafy	no	no
white	sharp	giant	box	sour	yes	no
red	bumpy	medium	box	sweet	no	yes
red	sharp	huge	ball	sweet	no	no
white	furry	big	ball	bitter	yes	no
black	smooth	medium	tube	dirty	no	no
purple	bumpy	huge	tube	sour	no	no
orange	metal	giant	box	rotten	no	no
black	scaly	tiny	tube	leafy	no	no
green	furry	small	ball	salty	yes	no
purple	smooth	huge	string	none	yes	no
yellow	smooth	huge	string	leafy	yes	no
black	bumpy	tiny	box	leafy	no	no
blue	sharp	big	ball	bitter	no	no
red	bumpy	giant	star	dirty	no	no
white	smooth	huge	tube	bitter	no	no
red	sharp	small	tube	leafy	no	yes
purple	scaly	tiny	tube	bitter	no	no
orange	bumpy	big	string	salty	yes	no
white	scaly	tiny	star	dirty	yes	no
green	smooth	tiny	flat	dirty	no	no
black	sharp	huge	box	salty	yes	no
orange	sharp	big	flat	sour	yes	no
blue	bumpy	small	flat	leafy	yes	no
blue	smooth	big	string	sour	yes	no
blue	scaly	big	ball	sour	yes	no
blue	furry	huge	string	rotten	yes	no
green	metal	big	string	sour	no	no
green	scaly	medium	box	rotten	no	no
white	furry	small	string	salty	no	no
green	furry	huge	box	leafy	no	no
blue	smooth	huge	ball	sour	yes	no
green	smooth	huge	star	salty	yes	no
red	smooth	big	tube	rotten	no	no
black	smooth	medium	flat	none	yes	no
orange	bumpy	huge	ball	none	yes	no
white	metal	huge	star	rotten	no	no
blue	furry	medium	flat	sour	yes	no
green	furry	small	star	sweet	no	yes
purple	scaly	giant	string	none	no	no
white	bumpy	giant	tube	none	no	no
yellow	furry	tiny	ball	bitter	yes	no
orange	sharp	medium	ball	sour	no	no
orange	smooth	big	tube	sweet	no	no
purple	smooth	huge	star	dirty	yes	no
white	furry	big	string	rotten	yes	no
green	scaly	big	box	sweet	yes	no
black	bumpy	huge	tube	salty	yes	no
purple	sharp	small	string	leafy	no	no
yellow	metal	giant	star	sweet	yes	no
green	furry	giant	box	bitter	yes	no
yellow	smooth	small	flat	rotten	yes	no
black	sharp	tiny	flat	leafy	no	no
white	metal	huge	tube	bitter	yes	no
yellow	bumpy	big	box	sour	no	no
green	scaly	medium	string	sweet	yes	no
white	furry	medium	star	sweet	yes	no
white	metal	medium	flat	none	no	no
blue	furry	giant	string	dirty	no	no
purple	bumpy	tiny	ball	bitter	yes	no
blue	scaly	huge	flat	bitter	no	no
blue	smooth	medium	star	sweet	yes	no
orange	sharp	huge	string	bitter	no	no
red	metal	small	string	dirty	yes	no
green	scaly	small	flat	leafy	no	yes
red	sharp	giant	box	none	no	no
blue	bumpy	huge	box	sour	no	no
orange	metal	small	flat	sour	no	no
purple	bumpy	tiny	string	sweet	no	no
white	scaly	small	flat	none	no	no
black	bumpy	medium	box	sour	no	no
black	bumpy	tiny	box	none	no	no
blue	furry	small	string	none	yes	no
red	bumpy	tiny	star	salty	yes	no
blue	scaly	small	ball	dirty	no	no
white	scaly	tiny	ball	bitter	no	no
orange	bumpy	giant	tube	dirty	no	no
black	furry	tiny	tube	none	no	no
purple	smooth	huge	star	salty	yes	no
black	smooth	tiny	flat	rotten	yes	no
black	metal	giant	string	bitter	no	no
purple	sharp	huge	flat	leafy	yes	no
green	metal	huge	star	salty	yes	no
purple	sharp	giant	box	rotten	yes	no
orange	metal	small	star	salty	yes	no
blue	sharp	huge	box	salty	yes	no
orange	metal	giant	ball	salty	yes	no
red	smooth	big	string	sour	no	no
black	furry	huge	star	leafy	no	no
black	bumpy	medium	ball	sweet	yes	no
yellow	bumpy	tiny	tube	bitter	no	no
purple	sharp	tiny	ball	none	yes	no
green	furry	big	tube	leafy	no	no
black	sharp	small	star	leafy	yes	no
white	sharp	tiny	box	dirty	yes	no
green	smooth	tiny	tube	dirty	yes	no
orange	smooth	tiny	box	dirty	no	no
white	furry	small	flat	rotten	yes	no
black	metal	giant	box	dirty	yes	no
white	smooth	giant	box	rotten	no	no
yellow	bumpy	small	star	none	yes	no
black	sharp	huge	box	salty	no	no
orange	smooth	big	tube	leafy	no	no
black	smooth	tiny	string	leafy	yes	no
black	sharp	big	string	rotten	yes	no
green	furry	huge	tube	dirty	yes	no
purple	sharp	giant	star	leafy	yes	no
orange	bumpy	big	flat	bitter	yes	no
green	sharp	huge	string	bitter	yes	no
purple	smooth	medium	ball	rotten	no	no
blue	scaly	big	string	none	no	no
purple	bumpy	giant	box	salty	no	no
red	sharp	small	tube	rotten	no	no
white	bumpy	giant	star	rotten	no	no
orange	metal	big	flat	none	yes	no
purple	smooth	huge	box	sour	yes	no
red	furry	medium	flat	leafy	yes	no
red	furry	tiny	ball	rotten	yes	no
white	scaly	giant	string	dirty	no	no
blue	metal	huge	star	sour	yes	no
purple	metal	giant	ball	dirty	yes	no
purple	metal	giant	string	sweet	no	no
purple	smooth	tiny	box	dirty	no	no
yellow	bumpy	huge	box	bitter	no	no
orange	scaly	small	tube	dirty	no	no
red	smooth	small	tube	rotten	yes	no
red	smooth	small	flat	none	yes	no
blue	metal	huge	tube	bitter	no	no
purple	furry	big	box	leafy	yes	no
yellow	furry	small	box	sour	yes	no
orange	furry	giant	star	rotten	yes	no
orange	furry	huge	string	rotten	yes	no
blue	sharp	big	box	dirty	yes	no
white	bumpy	giant	box	sweet	yes	no
orange	smooth	huge	tube	leafy	no	no
purple	smooth	tiny	ball	none	yes	no
red	sharp	huge	string	bitter	yes	no
