medium	light	middle	upper	male	good	room	urban	plane	no
tall	middle	middle	middle	female	poor	commune	suburb	plane	yes
tall	middle	ancient	low-mid	female	poor	room	rural	boat	yes
tall	heavy	kid	lower	male	good	apt.	suburb	taxi	no
tall	heavy	kid	low-mid	male	poor	condo	suburb	bus	yes
medium	heavy	kid	lower	female	good	commune	urban	train	no
tall	light	young	upp-mid	male	poor	house	urban	car	yes
short	light	ancient	low-mid	male	poor	house	urban	train	no
tall	middle	middle	middle	female	poor	apt.	suburb	car	yes
short	middle	ancient	low-mid	male	average	apt.	suburb	train	no
medium	heavy	middle	upp-mid	female	average	commune	urban	train	no
medium	light	old	low-mid	female	average	apt.	rural	car	no
tall	heavy	young	low-mid	male	poor	condo	suburb	car	yes
tall	light	old	upp-mid	female	poor	room	urban	bus	yes
tall	light	old	middle	female	poor	house	rural	boat	yes
tall	middle	kid	middle	female	good	commune	rural	bus	no
tall	middle	ancient	upper	female	poor	room	rural	bus	yes
tall	heavy	old	upp-mid	female	poor	commune	urban	car	yes
short	middle	old	middle	male	good	room	suburb	taxi	no
tall	heavy	kid	lower	female	poor	condo	rural	taxi	yes
tall	light	middle	lower	male	poor	house	urban	taxi	yes
short	heavy	old	low-mid	male	average	apt.	urban	train	no
tall	middle	young	lower	female	poor	room	rural	taxi	yes
tall	light	ancient	middle	female	poor	apt.	rural	train	yes
short	heavy	old	low-mid	female	good	apt.	suburb	taxi	no
tall	light	middle	lower	male	poor	commune	urban	train	yes
short	light	young	low-mid	female	average	commune	urban	bus	no
tall	light	young	low-mid	female	good	house	suburb	boat	no
tall	heavy	kid	middle	female	average	room	suburb	bus	no
medium	middle	ancient	upp-mid	female	average	house	rural	car	no
medium	heavy	old	upper	male	poor	house	rural	taxi	no
tall	light	old	lower	female	poor	apt.	rural	bus	yes
tall	light	middle	middle	male	poor	condo	rural	plane	yes
tall	middle	young	middle	female	poor	commune	suburb	train	yes
short	light	old	upp-mid	male	good	room	rural	plane	no
tall	heavy	old	upper	female	good	condo	suburb	plane	no
tall	light	middle	upper	female	poor	apt.	urban	bus	yes
tall	heavy	young	lower	female	good	commune	urban	boat	no
tall	light	old	lower	female	poor	apt.	urban	boat	yes
medium	middle	kid	middle	male	average	house	urban	plane	no
short	heavy	old	lower	male	poor	condo	rural	plane	no
medium	heavy	young	upper	male	good	house	rural	car	no
tall	middle	kid	upp-mid	male	poor	commune	urban	bus	yes
tall	heavy	young	low-mid	male	poor	commune	suburb	taxi	yes
tall	heavy	kid	upp-mid	male	poor	commune	suburb	bus	yes
medium	heavy	kid	upp-mid	female	average	condo	rural	plane	no
tall	heavy	kid	upp-mid	female	poor	apt.	suburb	train	yes
tall	light	kid	middle	female	average	house	urban	bus	no
tall	middle	young	middle	female	poor	apt.	suburb	boat	yes
medium	heavy	old	upp-mid	male	good	commune	rural	train	no
tall	heavy	old	upper	male	poor	apt.	urban	car	yes
tall	heavy	old	upp-mid	female	poor	commune	urban	train	yes
tall	heavy	old	upp-mid	female	poor	apt.	urban	bus	yes
short	light	old	upp-mid	female	poor	condo	rural	plane	no
tall	middle	young	upper	male	poor	apt.	urban	plane	yes
tall	heavy	middle	low-mid	male	poor	room	suburb	taxi	yes
medium	heavy	middle	lower	female	good	commune	urban	plane	no
tall	middle	ancient	upper	male	poor	house	urban	taxi	yes
tall	heavy	middle	upp-mid	male	poor	commune	urban	train	yes
tall	middle	kid	upp-mid	female	poor	room	rural	train	yes
tall	middle	middle	middle	female	poor	house	rural	taxi	yes
tall	middle	kid	upper	female	poor	room	urban	car	yes
short	middle	kid	middle	female	good	condo	urban	boat	no
short	middle	middle	middle	female	average	commune	rural	boat	no
tall	light	old	low-mid	male	poor	room	rural	taxi	yes
tall	middle	middle	low-mid	female	poor	room	rural	car	yes
short	middle	old	lower	male	average	house	urban	bus	no
tall	heavy	old	upp-mid	male	average	apt.	urban	taxi	no
tall	light	old	middle	male	poor	condo	suburb	train	yes
tall	light	middle	middle	male	poor	condo	suburb	train	yes
short	light	middle	lower	male	average	house	rural	plane	no
tall	middle	young	low-mid	male	poor	house	urban	bus	yes
tall	middle	young	middle	male	poor	room	suburb	boat	yes
tall	heavy	middle	lower	female	poor	apt.	urban	train	yes
medium	middle	kid	lower	male	good	commune	rural	plane	no
medium	light	middle	lower	male	good	apt.	suburb	bus	no
tall	light	ancient	upper	male	good	room	rural	taxi	no
short	middle	middle	upper	female	good	room	rural	bus	no
tall	light	kid	low-mid	female	average	room	suburb	bus	no
tall	light	ancient	middle	female	poor	condo	urban	bus	yes
short	heavy	young	upper	male	average	apt.	rural	car	no
medium	heavy	kid	upp-mid	female	good	condo	suburb	boat	no
tall	heavy	ancient	upp-mid	male	good	commune	rural	car	no
tall	light	ancient	middle	male	poor	commune	suburb	plane	yes
tall	light	middle	lower	male	poor	commune	urban	taxi	yes
short	heavy	old	lower	male	good	condo	rural	train	no
short	light	old	upp-mid	male	good	room	rural	bus	no
medium	heavy	middle	middle	female	average	commune	urban	boat	no
medium	heavy	ancient	low-mid	male	poor	room	suburb	plane	no
tall	middle	old	upp-mid	female	poor	apt.	urban	bus	yes
tall	light	young	upper	female	poor	condo	suburb	car	yes
tall	middle	young	low-mid	female	poor	house	rural	taxi	yes
medium	heavy	kid	upper	female	poor	condo	suburb	taxi	no
medium	light	ancient	upp-mid	male	good	room	suburb	plane	no
short	middle	kid	middle	female	good	house	rural	car	no
short	light	middle	middle	female	poor	condo	suburb	car	no
short	light	young	low-mid	female	average	commune	suburb	taxi	no
tall	light	middle	middle	male	good	condo	suburb	boat	no
medium	light	ancient	upper	male	good	commune	rural	taxi	no
tall	light	kid	upper	female	good	commune	rural	car	no
short	middle	ancient	lower	female	average	commune	urban	boat	no
medium	heavy	young	lower	female	poor	house	rural	taxi	no
tall	light	young	low-mid	female	good	commune	urban	car	no
medium	heavy	middle	middle	male	good	house	suburb	plane	no
short	middle	ancient	middle	male	poor	condo	suburb	boat	no
medium	light	old	lower	male	average	apt.	suburb	taxi	no
tall	middle	ancient	upper	female	average	apt.	rural	car	no
tall	light	old	low-mid	female	good	condo	suburb	bus	no
short	light	kid	upp-mid	female	poor	commune	rural	boat	no
medium	heavy	kid	low-mid	male	poor	condo	rural	taxi	no
short	middle	old	low-mid	female	poor	house	rural	plane	no
tall	heavy	kid	upper	female	poor	commune	urban	boat	yes
medium	light	kid	low-mid	male	poor	apt.	urban	boat	no
short	light	middle	upper	male	average	room	suburb	boat	no
tall	heavy	kid	upp-mid	male	good	apt.	rural	car	no
short	light	old	lower	male	poor	room	urban	boat	no
short	heavy	kid	upper	female	poor	house	rural	car	no
tall	middle	kid	low-mid	female	poor	commune	rural	car	yes
medium	heavy	young	upper	male	good	house	suburb	train	no
short	light	kid	middle	male	good	room	suburb	plane	no
tall	middle	young	middle	female	good	room	rural	car	no
short	middle	middle	lower	female	good	room	urban	car	no
tall	heavy	old	low-mid	male	good	commune	urban	plane	no
short	light	old	upper	female	good	commune	rural	plane	no
tall	middle	ancient	low-mid	female	poor	house	suburb	plane	yes
tall	middle	middle	lower	female	poor	commune	rural	taxi	yes
short	light	old	middle	female	good	house	suburb	bus	no
short	middle	middle	middle	male	good	commune	suburb	plane	no
medium	heavy	middle	lower	female	good	commune	urban	car	no
tall	light	kid	lower	male	poor	house	rural	boat	yes
short	middle	ancient	low-mid	female	poor	house	rural	train	no
tall	heavy	old	upper	male	poor	room	urban	plane	yes
tall	heavy	old	middle	male	poor	condo	urban	car	yes
tall	light	old	middle	female	average	house	rural	car	no
tall	middle	kid	middle	female	average	house	rural	car	no
tall	light	middle	upper	male	poor	commune	suburb	car	yes
medium	heavy	middle	lower	male	good	condo	rural	plane	no
tall	heavy	kid	lower	female	poor	apt.	urban	car	yes
tall	middle	kid	upper	female	good	condo	rural	taxi	no
medium	heavy	ancient	lower	female	average	house	rural	boat	no
tall	middle	kid	low-mid	female	average	apt.	suburb	bus	no
tall	light	old	upp-mid	male	poor	house	rural	train	yes
tall	middle	middle	lower	female	poor	commune	urban	plane	yes
short	middle	young	low-mid	male	good	apt.	rural	plane	no
tall	light	ancient	middle	female	poor	house	suburb	plane	yes
tall	heavy	middle	low-mid	male	good	house	urban	train	no
tall	heavy	old	middle	male	average	room	suburb	bus	no
-----
