moderate low 2 2 high medium no
moderate low 5 2 medium small yes
high low 5 4 low small no
low high 5 4 low high no
high low 2 2 medium small no
high moderate 7+ 4 medium high no
low high 4 2 medium high no
moderate moderate 4 2 medium small no
high moderate 7+ 4 low high no
high low 4 2 medium small no
low low 5 4 high medium yes
low high 7+ 4 high small no
moderate moderate 2 2 low medium no
low low 2 2 low high no
moderate low 4 2 low high no
moderate moderate 7+ 4 high small no
moderate high 7+ 4 low medium no
low moderate 5 2 high medium yes
low high 2 2 high medium no
moderate moderate 5 2 low medium no
moderate low 4 2 high high no
low moderate 7+ 4 medium small no
moderate high 4 4 high small no
low high 2 2 high high no
high moderate 2 2 medium small no
low high 5 2 medium high yes
low moderate 2 2 low high no
low moderate 5 2 medium small yes
high moderate 5 2 medium medium no
low moderate 4 2 medium high no
high high 5 2 low high no
high high 5 4 medium medium no
low low 5 2 low medium no
low low 4 2 low medium no
low low 4 4 high medium no
moderate low 7+ 4 medium high no
low low 4 2 medium small no
low high 4 4 high medium no
low moderate 4 4 medium high no
low low 4 4 medium medium no
moderate low 7+ 4 high medium no
high moderate 7+ 4 high medium no
low low 5 2 high small yes
moderate moderate 4 4 high small no
low low 4 4 medium medium no
high high 2 2 low small no
moderate high 4 4 medium high no
moderate low 2 2 low high no
low high 2 2 medium small no
moderate high 2 2 medium medium no
moderate low 5 2 high high yes
high moderate 5 4 low high no
low moderate 4 2 high small no
high moderate 5 4 medium medium no
low low 2 2 medium medium no
low low 5 2 high medium yes
moderate high 4 4 medium small no
moderate moderate 5 2 low small no
high moderate 2 2 medium medium no
low low 5 4 medium medium yes
high moderate 5 2 low medium no
high low 5 2 medium medium yes
high low 5 4 low small no
moderate high 2 2 high high no
low high 2 2 high high no
low high 2 2 low medium no
low low 2 2 medium medium no
moderate low 4 4 high small no
moderate low 2 2 medium high no
high moderate 4 4 low small no
low high 7+ 4 low small no
low moderate 5 4 high high yes
moderate low 2 2 medium medium no
low moderate 7+ 4 high small no
moderate moderate 5 4 low small no
low high 2 2 high high no
high high 4 2 high high no
high low 7+ 4 high medium no
high low 7+ 4 medium medium no
low low 7+ 4 high medium no
high moderate 5 2 medium high no
low moderate 5 2 low small no
high low 5 2 low high no
moderate moderate 5 2 high high no
moderate high 5 2 low medium no
moderate moderate 2 2 low small no
moderate low 4 2 low high no
moderate high 4 4 medium high no
moderate high 4 2 high medium no
low low 2 2 low small no
high moderate 5 2 low small no
low high 2 2 medium high no
high high 4 2 low high no
low low 5 2 medium high yes
low moderate 7+ 4 medium small no
low low 5 4 high medium yes
high high 7+ 4 low high no
moderate high 5 2 low medium no
moderate high 5 4 medium small no
moderate moderate 2 2 high high no
high high 4 2 medium medium no
moderate high 5 4 low small no
low moderate 5 2 low high no
high low 4 4 medium small no
moderate high 5 4 medium small no
low moderate 4 4 high high no
low high 7+ 4 low small no
high moderate 4 2 high high no
low moderate 5 4 medium high yes
high moderate 4 4 high small no
moderate high 4 4 medium medium no
high high 7+ 4 low high no
moderate low 5 4 medium small yes
low low 4 2 low high no
high moderate 2 2 medium high no
high low 4 4 low medium no
high low 4 2 low medium no
low high 5 2 high high yes
moderate high 4 4 medium medium no
moderate low 5 4 medium small yes
high moderate 4 4 high high no
low low 2 2 high small no
high moderate 2 2 low small no
moderate high 2 2 medium medium no
low moderate 7+ 4 low high no
moderate moderate 7+ 4 medium small no
moderate low 7+ 4 medium small no
high high 2 2 medium medium no
low low 2 2 medium medium no
low high 5 2 low small no
high moderate 5 2 high high no
moderate low 5 2 medium medium yes
low moderate 4 4 high high no
moderate high 5 4 medium medium no
high low 4 4 high small no
moderate moderate 4 2 medium high no
high low 5 4 high small yes
low low 4 4 medium small no
moderate high 4 4 high small no
high high 4 4 medium medium no
high high 7+ 4 high high no
low high 5 2 high high yes
moderate moderate 7+ 4 high small no
high moderate 2 2 high small no
high high 4 4 low high no
moderate high 4 2 high medium no
moderate moderate 2 2 low high no
high high 7+ 4 high medium no
high moderate 4 2 high medium no
moderate moderate 7+ 4 medium medium no
low low 4 2 medium high no
high low 7+ 4 high medium no
low high 2 2 high high no
low moderate 4 2 low medium no
high high 4 4 low medium no
low high 4 2 high high no
low moderate 4 2 medium medium no
low high 4 4 medium medium no
moderate low 5 2 high medium yes
moderate low 5 2 high small yes
moderate moderate 4 4 medium small no
moderate moderate 2 2 medium high no
moderate low 4 4 low small no
moderate low 5 4 medium small yes
moderate moderate 7+ 4 low small no
moderate moderate 5 2 low small no
high high 5 2 medium medium no
low moderate 4 4 medium medium no
high moderate 7+ 4 low high no
moderate high 4 2 medium medium no
high low 7+ 4 high medium no
moderate moderate 4 4 high small no
low high 5 2 low medium no
low moderate 4 2 high high no
high high 4 4 low small no
low moderate 5 4 medium high yes
moderate high 5 2 low high no
low moderate 5 4 high small yes
high low 5 4 medium medium yes
high moderate 5 2 medium small no
moderate low 2 2 low medium no
low high 4 2 high medium no
low moderate 7+ 4 medium medium no
moderate low 5 4 low medium no
moderate high 5 4 medium high no
high high 4 2 high small no
high low 5 4 medium small yes
low moderate 7+ 4 high small no
low low 4 4 medium high no
high moderate 5 4 high small no
low low 2 2 low medium no
moderate moderate 5 2 high high no
low moderate 4 2 high high no
moderate moderate 4 4 high high no
low moderate 7+ 4 medium medium no
low high 2 2 low medium no
high moderate 2 2 medium high no
high low 4 4 medium medium no
moderate moderate 5 4 medium high no
moderate moderate 4 4 medium medium no
high low 5 2 medium small yes
moderate moderate 2 2 high high no
low high 7+ 4 medium high no
high low 5 4 high small yes
high low 7+ 4 low high no
moderate moderate 4 2 low high no
high high 5 4 medium small no
low low 5 2 high high yes
high high 7+ 4 high medium no
high low 5 2 low high no
high high 4 2 medium medium no
low moderate 5 2 low high no
moderate moderate 4 4 medium medium no
moderate low 7+ 4 low high no
moderate moderate 5 2 low small no
moderate high 5 2 high high no
moderate high 4 4 low small no
moderate low 2 2 low small no
low high 5 2 high small yes
low high 7+ 4 medium high no
high moderate 4 4 low medium no
high low 4 2 high small no
moderate moderate 5 4 medium high no
moderate high 4 2 medium small no
low high 2 2 low medium no
high high 4 4 low high no
low moderate 2 2 low small no
high high 4 4 medium small no
moderate moderate 2 2 high medium no
high moderate 2 2 medium small no
high high 5 4 medium medium no
low high 5 4 low medium no
moderate high 5 2 low small no
low low 2 2 high high no
high low 2 2 low medium no
low moderate 5 2 medium high yes
moderate low 4 2 high small no
moderate low 4 4 low medium no
high moderate 4 4 medium high no
low high 7+ 4 low small no
high moderate 5 2 low high no
moderate high 7+ 4 medium high no
high high 5 4 low small no
low low 7+ 4 low medium no
low moderate 5 2 low high no
moderate moderate 5 4 medium small no
moderate high 5 4 high small no
high high 5 2 high medium no
low high 5 2 low high no
moderate low 7+ 4 low high no
high moderate 5 4 high medium no
moderate low 4 4 medium medium no
moderate high 5 2 low small no
low moderate 7+ 4 low medium no
moderate low 7+ 4 medium medium no
moderate high 7+ 4 low small no
low low 4 4 high small no
moderate high 5 2 low medium no
moderate high 7+ 4 medium small no
moderate moderate 4 4 low small no
high high 7+ 4 low high no
high low 2 2 high small no
low low 4 2 high medium no
low moderate 4 4 high small no
low moderate 4 4 high medium no
low moderate 7+ 4 low small no
low moderate 4 2 low high no
low moderate 4 4 high small no
low low 4 2 medium medium no
moderate low 7+ 4 high high no
low low 4 2 medium medium no
low low 4 4 medium medium no
high moderate 4 4 low high no
moderate moderate 4 2 high small no
moderate moderate 4 2 medium small no
moderate high 4 4 low high no
high high 4 2 medium high no
moderate moderate 2 2 medium medium no
high high 5 4 low medium no
moderate moderate 5 4 medium medium no
high high 4 2 high medium no
high moderate 4 2 high medium no
low moderate 4 4 medium medium no
low low 7+ 4 medium small no
moderate low 5 2 high high yes
low low 2 2 low small no
moderate moderate 7+ 4 low medium no
moderate low 2 2 low small no
high low 5 2 high high yes
moderate moderate 5 4 low high no
moderate moderate 5 2 high medium no
high moderate 5 2 high small no
high high 4 2 low high no
high high 5 4 low high no
moderate low 4 4 high high no
moderate low 4 2 low small no
high moderate 7+ 4 low small no
low low 2 2 medium medium no
low moderate 4 2 low small no
high moderate 7+ 4 low small no
high high 5 2 low small no
low moderate 5 4 low high no
moderate low 2 2 low medium no
high high 4 2 low high no
high moderate 4 2 high high no
high low 5 4 high medium yes
moderate low 5 4 high medium yes
high moderate 4 4 medium high no
moderate low 2 2 medium high no
low low 5 2 low high no
moderate moderate 5 2 low high no
high high 7+ 4 medium high no
moderate moderate 2 2 high small no
high high 5 4 low small no
high low 2 2 low high no
moderate low 5 2 high high yes
high moderate 4 2 medium medium no
moderate moderate 7+ 4 medium small no
moderate high 5 4 low high no
high low 5 2 medium medium yes
high moderate 7+ 4 high small no
moderate moderate 2 2 low small no
moderate moderate 5 2 high small no
moderate high 5 2 medium high no
high low 5 4 high medium yes
moderate high 5 4 high high no
low high 4 2 medium small no
moderate low 5 2 medium small yes
high high 5 4 low small no
low low 5 2 low small no
high moderate 5 2 high high no
low low 5 4 high high yes
moderate moderate 2 2 low high no
high low 4 4 high small no
moderate moderate 4 4 medium high no
high low 4 2 medium high no
low low 5 2 low high no
low low 7+ 4 high high no
low moderate 7+ 4 low small no
low high 4 4 low small no
high moderate 4 4 medium small no
high moderate 5 2 high small no
moderate high 5 2 high small no
low moderate 4 2 high medium no
high low 4 4 low small no
low high 4 2 medium high no
low high 5 2 high medium yes
low high 4 2 low small no
low high 5 4 medium medium yes
low low 7+ 4 medium medium no
low moderate 4 4 medium small no
high high 4 2 medium high no
moderate low 4 2 high high no
moderate low 5 2 low small no
low low 4 4 high high no
high low 4 4 high high no
low high 7+ 4 high high no
moderate high 5 4 high medium no
low high 5 2 low high no
low low 5 2 medium high yes
low low 5 4 low medium no
high high 5 2 low small no
moderate high 7+ 4 high medium no
high moderate 2 2 high medium no
low moderate 5 2 high medium yes
moderate low 7+ 4 medium high no
low low 2 2 high small no
moderate low 5 2 low small no
high low 4 2 medium small no
moderate low 7+ 4 medium medium no
high high 7+ 4 low small no
high low 5 2 medium medium yes
high high 5 2 medium small no
low moderate 4 2 low medium no
moderate moderate 2 2 medium small no
moderate high 4 2 high medium no
high high 4 4 medium high no
high high 5 4 medium small no
high moderate 5 4 high high no
moderate moderate 5 4 high high no
low low 4 2 high medium no
moderate low 5 2 high small yes
high moderate 7+ 4 medium small no
low low 5 2 low small no
high high 5 2 medium small no
low moderate 4 2 high small no
moderate low 5 4 medium small yes
low high 7+ 4 medium small no
low high 2 2 low small no
moderate low 7+ 4 high high no
low low 2 2 low small no
high moderate 4 4 medium medium no
low moderate 4 2 medium high no
low high 4 4 medium medium no
low high 7+ 4 medium medium no
moderate low 4 4 medium medium no
moderate moderate 4 2 high small no
low low 5 4 high high yes
moderate high 2 2 medium high no
moderate low 4 2 low small no
low moderate 4 4 high medium no
high high 2 2 medium high no
high low 4 4 medium medium no
moderate moderate 2 2 high small no
high moderate 7+ 4 high medium no
low moderate 5 4 low medium no
moderate high 5 4 medium high no
low moderate 5 2 high medium yes
moderate high 5 4 medium high no
high high 5 4 high medium no
high low 2 2 low medium no
high high 2 2 high medium no
moderate moderate 5 2 high high no
high high 4 4 medium high no
high moderate 4 2 low small no
moderate high 5 4 medium high no
low low 7+ 4 low high no
low low 4 4 medium small no
moderate low 2 2 high high no
high low 2 2 medium small no
moderate moderate 4 2 low small no
moderate moderate 2 2 low medium no
moderate high 5 2 high medium no
high moderate 4 4 low medium no
low low 7+ 4 low small no
high moderate 5 4 low high no
high moderate 7+ 4 high high no
moderate low 4 2 high high no
high moderate 5 2 medium high no
moderate high 5 2 medium medium no
high high 5 2 low medium no
moderate moderate 2 2 low medium no
moderate high 2 2 medium medium no
moderate moderate 5 2 high small no
high high 4 4 medium high no
low low 7+ 4 medium medium no
high moderate 5 2 medium medium no
moderate low 2 2 low small no
low moderate 4 4 low medium no
moderate low 7+ 4 low small no
moderate high 4 2 high high no
moderate high 7+ 4 low high no
high moderate 4 4 high medium no
low low 5 4 high medium yes
low moderate 5 2 high high yes
low low 5 4 medium small yes
low high 5 2 low small no
moderate low 5 2 medium medium yes
low high 5 4 low small no
low high 4 4 medium small no
high moderate 7+ 4 high medium no
low moderate 4 4 high high no
low low 5 2 medium small yes
high low 4 4 low high no
moderate low 4 4 high medium no
high moderate 5 2 low small no
moderate moderate 5 2 low small no
moderate low 4 4 high small no
low moderate 7+ 4 low small no
high low 5 4 high small yes
moderate high 4 2 high medium no
moderate low 5 2 high small yes
moderate high 2 2 low high no
moderate moderate 4 2 high high no
low low 5 2 low high no
high low 4 2 low medium no
low moderate 4 4 low high no
high moderate 7+ 4 medium medium no
high high 2 2 high small no
moderate moderate 4 4 high small no
high moderate 5 2 low small no
moderate moderate 4 2 low high no
low low 4 4 high medium no
high low 7+ 4 low small no
moderate moderate 5 2 high small no
low low 7+ 4 medium high no
high low 4 2 low medium no
low low 7+ 4 high medium no
high low 4 2 high small no
moderate moderate 4 4 medium high no
high low 5 2 high high yes
high low 5 2 high small yes
low high 2 2 medium medium no
high low 4 4 high small no
moderate moderate 5 2 high medium no
moderate high 4 4 low small no
moderate high 5 4 medium medium no
low low 5 4 low medium no
moderate high 7+ 4 medium high no
low high 7+ 4 high small no
high high 7+ 4 low high no
low moderate 4 2 medium small no
high low 5 2 high high yes
low low 5 2 low high no
moderate high 4 2 medium high no
moderate low 5 4 medium high yes
high high 2 2 high small no
high high 5 4 low small no
low high 5 4 low medium no
moderate moderate 5 2 high high no
low low 5 4 medium high yes
moderate moderate 4 2 high high no
low moderate 4 2 high high no
low moderate 4 4 medium medium no
high moderate 4 2 low high no
high high 5 4 low medium no
moderate moderate 5 2 low medium no
high high 4 2 medium high no
moderate high 5 2 low high no
moderate moderate 5 2 low high no
low high 2 2 medium medium no
high low 7+ 4 medium high no
high low 4 2 medium small no
low high 4 4 low high no
moderate high 5 4 low high no
low high 2 2 high high no
high moderate 2 2 medium small no
moderate high 5 4 medium small no
high low 5 2 medium medium yes
high moderate 4 4 high medium no
moderate low 2 2 high small no
low moderate 7+ 4 medium medium no
high moderate 4 4 medium medium no
low moderate 5 2 low small no
moderate low 2 2 high high no
high high 2 2 high medium no
low low 4 2 low medium no
high low 4 4 medium small no
moderate moderate 4 4 medium medium no
moderate moderate 5 4 high medium no
low low 5 4 low medium no
low moderate 5 2 low high no
high moderate 5 2 high high no
high high 4 4 low high no
high low 4 4 low small no
low high 5 2 low medium no
high low 4 2 low medium no
low high 5 2 medium high yes
low moderate 5 2 low medium no
moderate moderate 7+ 4 high medium no
low low 5 2 high medium yes
moderate high 2 2 high high no
moderate moderate 5 2 high high no
moderate moderate 7+ 4 medium small no
high high 4 2 medium high no
high moderate 5 4 medium small no
moderate high 2 2 high high no
moderate low 7+ 4 low high no
moderate high 2 2 low medium no
low high 4 2 high high no
low moderate 2 2 high small no
high low 5 2 medium small yes
high high 4 2 high medium no
high high 4 4 low high no
moderate moderate 5 2 medium medium no
high low 4 2 medium small no
high low 7+ 4 medium high no
low high 7+ 4 high small no
moderate high 2 2 high medium no
moderate high 5 2 medium small no
low low 2 2 high medium no
low moderate 7+ 4 low high no
low low 4 4 high small no
moderate moderate 2 2 medium medium no
low low 2 2 low medium no
low low 5 4 low small no
high high 4 4 medium high no
low moderate 7+ 4 low small no
moderate low 4 2 high high no
low low 5 4 low high no
low moderate 4 2 low medium no
high low 2 2 high medium no
low moderate 5 4 high medium yes
low moderate 4 2 low small no
high high 5 2 medium high no
low low 4 4 medium medium no
moderate moderate 7+ 4 medium medium no
high low 4 4 medium high no
low high 5 4 medium high yes
moderate moderate 4 2 low small no
high moderate 4 2 low small no
moderate moderate 4 4 high small no
high moderate 5 4 medium medium no
moderate moderate 5 2 low small no
low low 7+ 4 medium small no
high low 5 4 low small no
moderate moderate 5 4 low high no
low high 2 2 low medium no
moderate moderate 2 2 high high no
moderate moderate 5 2 medium high no
low high 5 4 low small no
low low 4 4 medium small no
moderate moderate 7+ 4 low medium no
moderate high 4 4 low high no
low low 5 4 low small no
high high 7+ 4 low high no
high high 5 4 high small no
moderate moderate 5 2 medium high no
high high 5 2 low medium no
moderate low 4 4 medium high no
low moderate 5 4 high medium yes
high low 7+ 4 medium high no
moderate moderate 5 2 low small no
low moderate 4 4 low small no
high low 7+ 4 low medium no
high moderate 4 4 low medium no
moderate moderate 5 4 low high no
low low 5 2 low high no
low moderate 2 2 high high no
high high 2 2 high medium no
moderate low 7+ 4 high high no
high high 5 4 low high no
high moderate 5 2 medium small no
moderate moderate 4 2 high small no
low high 7+ 4 medium small no
low high 7+ 4 medium high no
moderate low 5 2 low medium no
low low 5 2 medium medium yes
moderate high 5 2 low high no
high high 4 2 high small no
high moderate 7+ 4 high high no
moderate high 4 2 high small no
low low 2 2 low small no
moderate high 2 2 high small no
low low 5 2 high high yes
moderate low 4 4 high small no
high high 5 2 low high no
moderate high 5 4 high high no
high moderate 4 4 low medium no
moderate high 2 2 high small no
low low 4 4 medium high no
moderate high 5 2 low high no
high moderate 4 2 low medium no
high low 5 2 low medium no
high moderate 4 4 high small no
moderate low 7+ 4 low small no
high low 4 4 high high no
high low 5 4 medium small yes
low low 7+ 4 medium high no
high moderate 7+ 4 low medium no
low moderate 4 4 medium small no
moderate moderate 4 2 low high no
low high 4 4 medium high no
low low 4 2 medium medium no
moderate high 7+ 4 low high no
moderate low 7+ 4 low small no
low moderate 4 2 high medium no
moderate moderate 5 4 medium small no
moderate low 5 4 high small yes
low high 4 2 medium medium no
low high 5 4 high small yes
high high 5 2 low high no
moderate moderate 5 4 medium high no
low low 7+ 4 medium medium no
high moderate 4 2 high medium no
moderate low 4 2 low high no
high high 4 4 high medium no
moderate high 2 2 high medium no
low moderate 7+ 4 high medium no
moderate low 4 2 low high no
low moderate 4 2 medium medium no
low low 7+ 4 low medium no
high moderate 5 4 low medium no
moderate high 7+ 4 high small no
moderate moderate 4 2 low medium no
moderate low 5 4 high small yes
moderate low 5 4 low high no
high high 7+ 4 medium small no
high high 7+ 4 medium high no
low low 4 4 high high no
low moderate 4 2 low small no
moderate low 7+ 4 high high no
low moderate 4 4 high medium no
low low 5 4 high small yes
low low 4 4 low medium no
moderate high 7+ 4 medium small no
moderate low 7+ 4 low small no
high low 5 2 low high no
low moderate 4 2 high small no
high high 5 4 medium small no
moderate high 4 4 low small no
low high 4 4 low medium no
high moderate 4 4 medium high no
high low 4 4 low medium no
high moderate 4 4 high medium no
moderate high 7+ 4 high medium no
low high 4 2 medium medium no
high moderate 4 2 high medium no
low high 2 2 low small no
moderate moderate 5 2 medium small no
moderate high 7+ 4 high high no
low moderate 5 4 low small no
low high 4 2 medium high no
high low 4 2 medium small no
moderate moderate 5 2 high high no
high moderate 5 2 low medium no
high moderate 4 4 low small no
moderate moderate 2 2 low medium no
low low 5 4 low high no
low low 7+ 4 medium high no
moderate moderate 7+ 4 high medium no
high low 7+ 4 high high no
high moderate 5 2 medium high no
moderate high 5 4 medium medium no
high high 4 4 medium high no
moderate moderate 7+ 4 medium high no
low high 4 2 low medium no
high high 4 4 high high no
low moderate 5 4 low small no
high moderate 7+ 4 high small no
moderate moderate 2 2 medium high no
moderate moderate 5 4 high medium no
moderate low 5 4 low small no
low moderate 5 4 high high yes
moderate low 4 2 medium medium no
high moderate 4 2 low medium no
moderate high 2 2 low small no
moderate moderate 5 4 high medium no
moderate moderate 5 2 high small no
high low 5 2 high medium yes
moderate moderate 5 4 medium high no
moderate low 5 4 medium medium yes
low moderate 5 4 medium medium yes
moderate low 5 4 low high no
moderate moderate 4 4 high high no
high moderate 2 2 high high no
moderate high 7+ 4 low small no
high high 4 4 high medium no
moderate moderate 4 4 high small no
high high 7+ 4 high high no
moderate low 4 4 high small no
high high 4 4 high high no
moderate moderate 5 2 high medium no
low moderate 5 4 low small no
low high 4 2 high small no
low moderate 2 2 high high no
moderate low 7+ 4 medium high no
moderate moderate 4 2 medium high no
high moderate 5 4 high high no
high low 5 4 medium small yes
high low 2 2 medium medium no
high moderate 2 2 medium small no
high high 4 4 medium small no
low low 2 2 low medium no
high moderate 4 4 high medium no
high high 5 4 high medium no
moderate moderate 4 2 medium medium no
high moderate 5 2 high small no
high moderate 7+ 4 low high no
high high 4 4 medium high no
low low 4 2 low medium no
moderate moderate 5 4 low high no
low high 5 4 medium high yes
low low 4 4 high medium no
high moderate 2 2 medium small no
high high 4 4 high medium no
high high 4 2 low medium no
moderate moderate 4 4 medium small no
low moderate 5 2 medium small yes
low moderate 4 2 low medium no
high high 5 2 medium high no
moderate high 5 4 high high no
low low 5 2 high high yes
moderate low 4 4 low medium no
moderate low 4 2 low small no
high high 7+ 4 low medium no
high low 5 4 low high no
low moderate 4 4 high high no
low low 4 4 high high no
low low 4 4 high high no
high low 2 2 high medium no
low low 4 4 low medium no
high low 5 2 low medium no
high moderate 5 4 high high no
moderate low 4 2 low small no
low moderate 2 2 low high no
moderate low 4 2 low small no
moderate moderate 5 4 low small no
high moderate 7+ 4 high high no
low low 2 2 low medium no
moderate high 5 2 low small no
moderate low 2 2 high small no
moderate moderate 7+ 4 medium small no
moderate high 4 2 medium high no
high moderate 4 2 medium small no
high high 4 2 high medium no
high high 5 2 high high no
high low 4 4 low small no
low low 2 2 high small no
low high 5 4 medium medium yes
high low 5 4 medium small yes
moderate high 5 2 high small no
moderate moderate 5 2 high medium no
low high 2 2 low high no
moderate low 4 2 medium high no
high low 5 2 low medium no
high moderate 4 4 low high no
moderate low 2 2 low high no
moderate moderate 7+ 4 medium high no
high moderate 4 2 medium small no
moderate low 5 2 high medium yes
moderate high 2 2 low small no
moderate moderate 5 4 medium high no
low low 2 2 low medium no
moderate moderate 5 4 high small no
low high 7+ 4 high small no
moderate low 4 2 low high no
low high 5 4 low medium no
moderate high 4 2 medium small no
moderate moderate 2 2 high small no
low moderate 4 4 high high no
high high 5 4 high high no
moderate moderate 4 2 medium medium no
high high 5 4 medium high no
moderate high 4 2 medium small no
high moderate 4 2 high medium no
moderate moderate 5 2 low small no
